CPU Load: 57.07% | Memory Usage: 29.91% | CPU Temperature: 61.25 °C
CPU Load: 41.46% | Memory Usage: 31.00% | CPU Temperature: 58.33 °C
CPU Load: 34.12% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
CPU Load: 34.12% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 18.18% | Memory Usage: 30.95% | CPU Temperature: 53.88 °C
CPU Load: 36.21% | Memory Usage: 31.00% | CPU Temperature: 54.44 °C
CPU Load: 51.01% | Memory Usage: 31.00% | CPU Temperature: 56.11 °C
CPU Load: 44.75% | Memory Usage: 31.00% | CPU Temperature: 56.11 °C
CPU Load: 49.32% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
CPU Load: 46.89% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 45.85% | Memory Usage: 31.00% | CPU Temperature: 58.33 °C
CPU Load: 38.99% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
CPU Load: 42.16% | Memory Usage: 31.00% | CPU Temperature: 57.22 °C
CPU Load: 46.37% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 48.66% | Memory Usage: 31.00% | CPU Temperature: 58.33 °C
CPU Load: 44.37% | Memory Usage: 31.05% | CPU Temperature: 56.66 °C
CPU Load: 54.05% | Memory Usage: 31.00% | CPU Temperature: 57.22 °C
CPU Load: 44.46% | Memory Usage: 31.00% | CPU Temperature: 56.11 °C
CPU Load: 42.45% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
CPU Load: 35.14% | Memory Usage: 31.00% | CPU Temperature: 55.55 °C
CPU Load: 38.81% | Memory Usage: 31.00% | CPU Temperature: 55.55 °C
CPU Load: 23.57% | Memory Usage: 30.79% | CPU Temperature: 56.66 °C
CPU Load: 16.50% | Memory Usage: 27.27% | CPU Temperature: 55.55 °C
CPU Load: 43.17% | Memory Usage: 30.79% | CPU Temperature: 56.11 °C
CPU Load: 41.41% | Memory Usage: 30.74% | CPU Temperature: 57.22 °C
iUptime: 2023-05-30 10:05:41 | CPU Load: 43.60% | Memory Usage: 31.10% | CPU Temperature: 56.66 °C
CPU Load: 56.62% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
iUptime: 2023-05-30 10:05:41 | CPU Load: 44.59% | Memory Usage: 31.05% | CPU Temperature: 56.66 °C
CPU Load: 46.81% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
iUptime: 2023-05-30 10:05:41 | CPU Load: 46.14% | Memory Usage: 31.05% | CPU Temperature: 56.11 °C
CPU Load: 44.01% | Memory Usage: 30.90% | CPU Temperature: 57.77 °C
iUptime: 2023-05-30 10:05:41 | CPU Load: 44.35% | Memory Usage: 31.10% | CPU Temperature: 56.11 °C
CPU Load: 41.55% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
iUptime: 2023-05-30 10:05:41 | CPU Load: 53.87% | Memory Usage: 31.05% | CPU Temperature: 56.66 °C
CPU Load: 53.68% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
iUptime: 2023-05-30 10:05:41 | CPU Load: 46.70% | Memory Usage: 31.10% | CPU Temperature: 56.66 °C
CPU Load: 44.76% | Memory Usage: 30.90% | CPU Temperature: 56.11 °C
iUptime: 2023-05-30 10:05:41 | CPU Load: 47.05% | Memory Usage: 31.10% | CPU Temperature: 57.77 °C
CPU Load: 47.74% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
iUptime: 2023-05-30 10:05:41 | CPU Load: 37.37% | Memory Usage: 31.10% | CPU Temperature: 57.22 °C
CPU Load: 46.30% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
iUptime: 2023-05-30 10:05:41 | CPU Load: 58.15% | Memory Usage: 31.10% | CPU Temperature: 58.33 °C
CPU Load: 52.28% | Memory Usage: 30.95% | CPU Temperature: 59.44 °C
iUptime: 2023-05-30 10:05:41 | CPU Load: 44.03% | Memory Usage: 31.10% | CPU Temperature: 57.22 °C
CPU Load: 45.35% | Memory Usage: 30.90% | CPU Temperature: 58.33 °C
CPU Load: 43.99% | Memory Usage: 30.74% | CPU Temperature: 56.11 °C
CPU Load: 39.50% | Memory Usage: 30.74% | CPU Temperature: 56.66 °C
CPU Load: 42.23% | Memory Usage: 30.74% | CPU Temperature: 55.55 °C
CPU Load: 34.62% | Memory Usage: 30.74% | CPU Temperature: 55.55 °C
CPU Load: 12.01% | Memory Usage: 27.48% | CPU Temperature: 53.33 °C
CPU Load: 38.72% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 35.75% | Memory Usage: 30.90% | CPU Temperature: 56.11 °C
CPU Load: 46.71% | Memory Usage: 30.90% | CPU Temperature: 56.11 °C
CPU Load: 41.68% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 42.50% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 40.78% | Memory Usage: 30.90% | CPU Temperature: 55.00 °C
CPU Load: 52.09% | Memory Usage: 30.84% | CPU Temperature: 56.11 °C
CPU Load: 45.59% | Memory Usage: 30.84% | CPU Temperature: 56.66 °C
CPU Load: 45.35% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 35.19% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 56.18% | Memory Usage: 30.84% | CPU Temperature: 57.22 °C
CPU Load: 46.71% | Memory Usage: 30.84% | CPU Temperature: 57.22 °C
CPU Load: 49.83% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
CPU Load: 45.70% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 41.55% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
CPU Load: 39.29% | Memory Usage: 30.90% | CPU Temperature: 54.44 °C
CPU Load: 13.39% | Memory Usage: 30.90% | CPU Temperature: 52.77 °C
CPU Load: 37.33% | Memory Usage: 30.90% | CPU Temperature: 53.88 °C
CPU Load: 43.12% | Memory Usage: 30.84% | CPU Temperature: 56.11 °C
CPU Load: 48.73% | Memory Usage: 30.90% | CPU Temperature: 55.55 °C
CPU Load: 49.07% | Memory Usage: 31.05% | CPU Temperature: 57.22 °C
CPU Load: 48.99% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
CPU Load: 43.03% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 49.41% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 40.71% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 52.12% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
CPU Load: 46.79% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 43.07% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 45.70% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 46.54% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 41.46% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
CPU Load: 32.21% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 32.49% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 18.49% | Memory Usage: 30.90% | CPU Temperature: 53.88 °C
CPU Load: 38.89% | Memory Usage: 31.05% | CPU Temperature: 55.55 °C
CPU Load: 43.37% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 43.72% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 45.55% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
CPU Load: 46.02% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 45.36% | Memory Usage: 30.95% | CPU Temperature: 55.55 °C
CPU Load: 43.05% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
CPU Load: 44.69% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 46.48% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 50.59% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 45.36% | Memory Usage: 30.90% | CPU Temperature: 56.11 °C
CPU Load: 49.49% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 45.38% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
CPU Load: 39.29% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
CPU Load: 39.42% | Memory Usage: 31.42% | CPU Temperature: 57.22 °C
CPU Load: 30.86% | Memory Usage: 31.21% | CPU Temperature: 55.55 °C
CPU Load: 23.23% | Memory Usage: 31.16% | CPU Temperature: 55.00 °C
CPU Load: 16.16% | Memory Usage: 27.79% | CPU Temperature: 53.88 °C
CPU Load: 41.15% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
CPU Load: 40.24% | Memory Usage: 31.21% | CPU Temperature: 56.66 °C
CPU Load: 51.51% | Memory Usage: 31.21% | CPU Temperature: 57.22 °C
CPU Load: 43.77% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
CPU Load: 44.71% | Memory Usage: 31.16% | CPU Temperature: 57.77 °C
CPU Load: 40.74% | Memory Usage: 31.16% | CPU Temperature: 55.55 °C
CPU Load: 45.70% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
Uptime: 2023-05-30 10:05:41 | CPU Load: 47.16% | Memory Usage: 31.26% | CPU Temperature: 56.11 °C
CPU Load: 47.23% | Memory Usage: 31.10% | CPU Temperature: 57.22 °C
Uptime: 2023-05-30 10:05:41 | CPU Load: 46.71% | Memory Usage: 31.31% | CPU Temperature: 58.88 °C
CPU Load: 47.64% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
Uptime: 2023-05-30 10:05:41 | CPU Load: 42.91% | Memory Usage: 31.31% | CPU Temperature: 57.22 °C
CPU Load: 46.11% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
CPU Load: 64.31% | Memory Usage: 31.10% | CPU Temperature: 57.77 °C
CPU Load: 43.51% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 49.92% | Memory Usage: 31.00% | CPU Temperature: 57.22 °C
CPU Load: 40.74% | Memory Usage: 30.90% | CPU Temperature: 55.55 °C
CPU Load: 41.32% | Memory Usage: 30.90% | CPU Temperature: 56.11 °C
CPU Load: 38.99% | Memory Usage: 30.95% | CPU Temperature: 55.00 °C
CPU Load: 11.89% | Memory Usage: 30.90% | CPU Temperature: 52.77 °C
CPU Load: 29.17% | Memory Usage: 30.90% | CPU Temperature: 53.88 °C
CPU Load: 33.78% | Memory Usage: 30.90% | CPU Temperature: 55.00 °C
CPU Load: 40.57% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 44.01% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 42.93% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
CPU Load: 44.93% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 53.38% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 49.49% | Memory Usage: 31.21% | CPU Temperature: 58.88 °C
CPU Load: 46.39% | Memory Usage: 30.95% | CPU Temperature: 58.33 °C
CPU Load: 44.71% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 52.52% | Memory Usage: 30.95% | CPU Temperature: 58.33 °C
CPU Load: 41.51% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 45.88% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 45.79% | Memory Usage: 30.95% | CPU Temperature: 58.33 °C
CPU Load: 37.12% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 43.72% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 14.48% | Memory Usage: 30.90% | CPU Temperature: 55.00 °C
CPU Load: 35.64% | Memory Usage: 30.95% | CPU Temperature: 53.88 °C
CPU Load: 41.68% | Memory Usage: 30.95% | CPU Temperature: 55.00 °C
CPU Load: 47.81% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 45.10% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 59.19% | Memory Usage: 31.00% | CPU Temperature: 56.11 °C
CPU Load: 47.31% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
CPU Load: 49.92% | Memory Usage: 30.90% | CPU Temperature: 57.77 °C
CPU Load: 39.29% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 48.40% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 47.37% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 46.78% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 45.69% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 46.22% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 38.58% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
CPU Load: 30.02% | Memory Usage: 30.95% | CPU Temperature: 54.44 °C
CPU Load: 32.09% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 18.47% | Memory Usage: 30.95% | CPU Temperature: 53.88 °C
CPU Load: 34.92% | Memory Usage: 30.90% | CPU Temperature: 55.55 °C
CPU Load: 55.67% | Memory Usage: 31.16% | CPU Temperature: 56.11 °C
CPU Load: 45.10% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 47.72% | Memory Usage: 31.00% | CPU Temperature: 56.66 °C
CPU Load: 49.33% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 45.69% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 43.94% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 44.37% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 47.88% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
CPU Load: 49.32% | Memory Usage: 30.95% | CPU Temperature: 58.33 °C
CPU Load: 45.10% | Memory Usage: 30.95% | CPU Temperature: 55.55 °C
CPU Load: 50.08% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 44.89% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 40.13% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 31.48% | Memory Usage: 30.90% | CPU Temperature: 55.55 °C
CPU Load: 40.34% | Memory Usage: 31.10% | CPU Temperature: 57.22 °C
CPU Load: 28.40% | Memory Usage: 31.21% | CPU Temperature: 54.44 °C
CPU Load: 27.82% | Memory Usage: 30.79% | CPU Temperature: 56.66 °C
CPU Load: 43.96% | Memory Usage: 31.21% | CPU Temperature: 54.44 °C
CPU Load: 40.24% | Memory Usage: 31.21% | CPU Temperature: 57.22 °C
CPU Load: 49.32% | Memory Usage: 31.26% | CPU Temperature: 55.55 °C
CPU Load: 43.27% | Memory Usage: 31.26% | CPU Temperature: 56.66 °C
CPU Load: 44.93% | Memory Usage: 31.16% | CPU Temperature: 57.77 °C
CPU Load: 42.35% | Memory Usage: 31.16% | CPU Temperature: 56.66 °C
CPU Load: 49.92% | Memory Usage: 31.21% | CPU Temperature: 56.66 °C
CPU Load: 46.39% | Memory Usage: 31.21% | CPU Temperature: 56.11 °C
CPU Load: 45.36% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 45.50% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
CPU Load: 50.17% | Memory Usage: 31.00% | CPU Temperature: 58.33 °C
CPU Load: 53.04% | Memory Usage: 30.95% | CPU Temperature: 58.33 °C
CPU Load: 43.82% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
CPU Load: 37.33% | Memory Usage: 30.95% | CPU Temperature: 54.44 °C
CPU Load: 43.32% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 29.49% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 11.49% | Memory Usage: 27.53% | CPU Temperature: 52.22 °C
CPU Load: 41.96% | Memory Usage: 30.95% | CPU Temperature: 55.00 °C
CPU Load: 33.39% | Memory Usage: 30.95% | CPU Temperature: 56.66 °C
CPU Load: 45.48% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
CPU Load: 43.77% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 42.16% | Memory Usage: 30.95% | CPU Temperature: 55.00 °C
CPU Load: 44.18% | Memory Usage: 31.00% | CPU Temperature: 57.22 °C
CPU Load: 49.33% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 43.46% | Memory Usage: 30.90% | CPU Temperature: 55.00 °C
CPU Load: 58.59% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
CPU Load: 40.44% | Memory Usage: 30.90% | CPU Temperature: 56.66 °C
CPU Load: 55.29% | Memory Usage: 30.95% | CPU Temperature: 57.77 °C
CPU Load: 44.09% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
CPU Load: 46.55% | Memory Usage: 30.95% | CPU Temperature: 58.88 °C
CPU Load: 43.49% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 42.69% | Memory Usage: 30.95% | CPU Temperature: 55.00 °C
CPU Load: 41.89% | Memory Usage: 31.21% | CPU Temperature: 53.88 °C
CPU Load: 14.72% | Memory Usage: 31.16% | CPU Temperature: 52.77 °C
CPU Load: 28.62% | Memory Usage: 31.21% | CPU Temperature: 57.22 °C
CPU Load: 30.25% | Memory Usage: 31.21% | CPU Temperature: 55.55 °C
CPU Load: 42.76% | Memory Usage: 30.95% | CPU Temperature: 56.11 °C
CPU Load: 47.12% | Memory Usage: 31.31% | CPU Temperature: 55.00 °C
Uptime: up 15 minutes | CPU Load: 46.71% | Memory Usage: 31.16% | CPU Temperature: 57.77 °C
CPU Load: 47.55% | Memory Usage: 31.36% | CPU Temperature: 57.22 °C
Uptime: up 15 minutes | CPU Load: 47.64% | Memory Usage: 31.10% | CPU Temperature: 55.55 °C
CPU Load: 53.96% | Memory Usage: 31.31% | CPU Temperature: 56.11 °C
Uptime: up 15 minutes | CPU Load: 42.61% | Memory Usage: 31.16% | CPU Temperature: 55.55 °C
CPU Load: 51.10% | Memory Usage: 31.31% | CPU Temperature: 57.77 °C
Uptime: up 15 minutes | CPU Load: 51.94% | Memory Usage: 31.16% | CPU Temperature: 57.77 °C
CPU Load: 47.64% | Memory Usage: 31.26% | CPU Temperature: 57.22 °C
Uptime: up 15 minutes | CPU Load: 53.37% | Memory Usage: 31.16% | CPU Temperature: 57.22 °C
CPU Load: 47.39% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
CPU Load: 37.29% | Memory Usage: 30.90% | CPU Temperature: 57.22 °C
CPU Load: 49.75% | Memory Usage: 30.95% | CPU Temperature: 57.22 °C
Uptime: up 0 minutes | CPU Load: 86.47% | Memory Usage: 20.63% | CPU Temperature: 57.77 °C
Uptime: up 0 minutes | CPU Load: 21.86% | Memory Usage: 20.27% | CPU Temperature: 52.22 °C
Uptime: up 0 minutes | CPU Load: 12.94% | Memory Usage: 19.91% | CPU Temperature: 52.22 °C
Uptime: up 0 minutes | CPU Load: 0.17% | Memory Usage: 19.91% | CPU Temperature: 50.00 °C
Uptime: up 0 minutes | CPU Load: 18.09% | Memory Usage: 21.05% | CPU Temperature: 50.55 °C
Uptime: up 0 minutes | CPU Load: 22.67% | Memory Usage: 21.05% | CPU Temperature: 53.33 °C
Uptime: up 0 minutes | CPU Load: 12.57% | Memory Usage: 21.05% | CPU Temperature: 50.00 °C
Uptime: up 0 minutes | CPU Load: 37.66% | Memory Usage: 27.27% | CPU Temperature: 55.00 °C
Uptime: up 0 minutes | CPU Load: 41.81% | Memory Usage: 29.19% | CPU Temperature: 53.88 °C
Uptime: up 0 minutes | CPU Load: 54.70% | Memory Usage: 28.72% | CPU Temperature: 56.11 °C
Uptime: up 0 minutes | CPU Load: 65.54% | Memory Usage: 28.88% | CPU Temperature: 58.33 °C
Uptime: up 0 minutes | CPU Load: 64.95% | Memory Usage: 28.88% | CPU Temperature: 57.77 °C
Uptime: up 0 minutes | CPU Load: 44.90% | Memory Usage: 28.98% | CPU Temperature: 55.00 °C
Uptime: up 0 minutes | CPU Load: 41.13% | Memory Usage: 28.98% | CPU Temperature: 55.55 °C
Uptime: up 0 minutes | CPU Load: 65.13% | Memory Usage: 28.88% | CPU Temperature: 57.77 °C
Uptime: up 0 minutes | CPU Load: 65.78% | Memory Usage: 28.88% | CPU Temperature: 58.88 °C
Uptime: up 0 minutes | CPU Load: 65.60% | Memory Usage: 28.82% | CPU Temperature: 59.44 °C
Uptime: up 0 minutes | CPU Load: 44.58% | Memory Usage: 28.88% | CPU Temperature: 56.66 °C
Uptime: up 0 minutes | CPU Load: 59.11% | Memory Usage: 28.98% | CPU Temperature: 58.88 °C
Uptime: up 1 minute | CPU Load: 59.82% | Memory Usage: 28.88% | CPU Temperature: 58.88 °C
Uptime: up 1 minute | CPU Load: 54.21% | Memory Usage: 28.88% | CPU Temperature: 59.44 °C
Uptime: up 1 minute | CPU Load: 32.36% | Memory Usage: 28.93% | CPU Temperature: 55.00 °C
Uptime: up 1 minute | CPU Load: 32.03% | Memory Usage: 28.93% | CPU Temperature: 55.55 °C
Uptime: up 1 minute | CPU Load: 32.51% | Memory Usage: 28.93% | CPU Temperature: 57.22 °C
Uptime: up 1 minute | CPU Load: 47.52% | Memory Usage: 28.62% | CPU Temperature: 57.22 °C
Uptime: up 1 minute | CPU Load: 68.82% | Memory Usage: 29.08% | CPU Temperature: 59.44 °C
Uptime: up 1 minute | CPU Load: 45.33% | Memory Usage: 29.13% | CPU Temperature: 55.55 °C
Uptime: up 1 minute | CPU Load: 51.89% | Memory Usage: 29.34% | CPU Temperature: 58.88 °C
Uptime: up 1 minute | CPU Load: 64.54% | Memory Usage: 29.34% | CPU Temperature: 60.62 °C
Uptime: up 1 minute | CPU Load: 62.48% | Memory Usage: 29.39% | CPU Temperature: 59.44 °C
Uptime: up 1 minute | CPU Load: 47.43% | Memory Usage: 29.34% | CPU Temperature: 57.22 °C
Uptime: up 1 minute | CPU Load: 41.60% | Memory Usage: 29.34% | CPU Temperature: 58.88 °C
Uptime: up 1 minute | CPU Load: 65.31% | Memory Usage: 29.39% | CPU Temperature: 59.44 °C
Uptime: up 1 minute | CPU Load: 68.62% | Memory Usage: 29.50% | CPU Temperature: 60.62 °C
Uptime: up 1 minute | CPU Load: 60.04% | Memory Usage: 29.60% | CPU Temperature: 60.00 °C
Uptime: up 1 minute | CPU Load: 47.87% | Memory Usage: 29.55% | CPU Temperature: 57.22 °C
Uptime: up 1 minute | CPU Load: 46.25% | Memory Usage: 29.50% | CPU Temperature: 58.88 °C
Uptime: up 1 minute | CPU Load: 51.19% | Memory Usage: 29.55% | CPU Temperature: 59.44 °C
Uptime: up 1 minute | CPU Load: 42.20% | Memory Usage: 29.55% | CPU Temperature: 60.00 °C
Uptime: up 1 minute | CPU Load: 37.33% | Memory Usage: 29.55% | CPU Temperature: 57.77 °C
Uptime: up 1 minute | CPU Load: 22.43% | Memory Usage: 29.55% | CPU Temperature: 56.11 °C
Uptime: up 1 minute | CPU Load: 52.37% | Memory Usage: 30.07% | CPU Temperature: 58.33 °C
Uptime: up 1 minute | CPU Load: 59.18% | Memory Usage: 30.12% | CPU Temperature: 59.44 °C
Uptime: up 1 minute | CPU Load: 63.33% | Memory Usage: 30.12% | CPU Temperature: 60.00 °C
Uptime: up 1 minute | CPU Load: 47.29% | Memory Usage: 30.12% | CPU Temperature: 58.88 °C
Uptime: up 1 minute | CPU Load: 47.46% | Memory Usage: 30.17% | CPU Temperature: 58.88 °C
Uptime: up 1 minute | CPU Load: 66.25% | Memory Usage: 30.48% | CPU Temperature: 60.62 °C
Uptime: up 2 minutes | CPU Load: 64.88% | Memory Usage: 30.43% | CPU Temperature: 61.87 °C
Uptime: up 2 minutes | CPU Load: 57.79% | Memory Usage: 30.38% | CPU Temperature: 58.88 °C
Uptime: up 2 minutes | CPU Load: 52.71% | Memory Usage: 30.38% | CPU Temperature: 57.77 °C
Uptime: up 2 minutes | CPU Load: 63.98% | Memory Usage: 30.43% | CPU Temperature: 60.00 °C
Uptime: up 2 minutes | CPU Load: 61.57% | Memory Usage: 30.38% | CPU Temperature: 63.12 °C
Uptime: up 2 minutes | CPU Load: 57.88% | Memory Usage: 30.43% | CPU Temperature: 61.87 °C
Uptime: up 2 minutes | CPU Load: 45.59% | Memory Usage: 30.43% | CPU Temperature: 59.44 °C
Uptime: up 2 minutes | CPU Load: 43.29% | Memory Usage: 30.43% | CPU Temperature: 59.44 °C
Uptime: up 2 minutes | CPU Load: 34.40% | Memory Usage: 30.43% | CPU Temperature: 59.44 °C
Uptime: up 2 minutes | CPU Load: 42.79% | Memory Usage: 30.43% | CPU Temperature: 58.88 °C
Uptime: up 2 minutes | CPU Load: 14.67% | Memory Usage: 30.48% | CPU Temperature: 53.88 °C
Uptime: up 2 minutes | CPU Load: 28.93% | Memory Usage: 30.43% | CPU Temperature: 55.55 °C
Uptime: up 2 minutes | CPU Load: 41.21% | Memory Usage: 30.53% | CPU Temperature: 56.66 °C
Uptime: up 2 minutes | CPU Load: 45.79% | Memory Usage: 30.53% | CPU Temperature: 57.22 °C
Uptime: up 2 minutes | CPU Load: 43.60% | Memory Usage: 30.59% | CPU Temperature: 58.88 °C
